tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">This is America.<br><br>Jeff Bezos sold $3.4bn of Amazon stock just before Covid-19 collapse <a href=""https://t.co/3lGrYOpW7x"">https://t.co/3lGrYOpW7x</a></p>&mdash; Antigoné J. McDermott (@Antigone_93) <a href=""https://twitter.com/Antigone_93/status/1244330633507282946?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Historischer Höchststand an Arbeitslosen <a href=""https://twitter.com/hashtag/COVID?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID</a>-19 <a href=""https://twitter.com/hashtag/arbeitsmarkt?src=hash&amp;ref_src=twsrc%5Etfw"">#arbeitsmarkt</a> <a href=""https://twitter.com/hashtag/ams?src=hash&amp;ref_src=twsrc%5Etfw"">#ams</a> <a href=""https://twitter.com/hashtag/vorarlberg?src=hash&amp;ref_src=twsrc%5Etfw"">#vorarlberg</a> <a href=""https://t.co/HvUKFjTV5A"">https://t.co/HvUKFjTV5A</a></p>&mdash; ORF Vorarlberg (@ORFVBG) <a href=""https://twitter.com/ORFVBG/status/1245271607653916672?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">das in der gleichen WG wohnt, jetzt nahtlos zum zweiten Mal für zwei Wochen in Quarantäne verbannt. In die erste musste es wegen der Kollegin, die Corona-positiv getestet wurde und jetzt wegen  K2. Es hatte vor drei Wochen mal ganz leichte Corona-Symptome, aber mit dem Test, der</p>&mdash; Die Mariejon (@mariondie) <a href=""https://twitter.com/mariondie/status/1244344821621370880?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">In waiting for updates on science’s battle to contain COVID-19, we wanted to learn more about what biotech companies like <a href=""https://twitter.com/LeapsByBayer?ref_src=twsrc%5Etfw"">@LeapsByBayer</a> are doing to improve the outlook of our future. Don’t miss our latest <a href=""https://twitter.com/hashtag/MeetTheExperts?src=hash&amp;ref_src=twsrc%5Etfw"">#MeetTheExperts</a> podcast episode here: <a href=""https://t.co/ra9rTMd9CK"">https://t.co/ra9rTMd9CK</a> <a href=""https://t.co/Wfb3EYoZtA"">pic.twitter.com/Wfb3EYoZtA</a></p>&mdash; Berlin School (@BerlinSchool) <a href=""https://twitter.com/BerlinSchool/status/1245726840997711873?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Söders Pressekonferenz zur Telefonschaltkonferenz der Bundeskanzlerin mit den Regierungschefs der Länder verschiebt sich um eine halbe Stunde auf 16.30 Uhr. ist das jetzt ein gutes oder schlechtes Zeichen? <a href=""https://t.co/gOItT5ZP6x"">https://t.co/gOItT5ZP6x</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/covid19?src=hash&amp;ref_src=twsrc%5Etfw"">#covid19</a></p>&mdash; Dorin Popa (@NiceBastard) <a href=""https://twitter.com/NiceBastard/status/1245351953103835137?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Corona-Verhaltensrichtlinien in den USA gelten nun bis Ende April.<br><br>Alle aktuellen Entwicklungen auch in unserem Live-Blog: <a href=""https://t.co/BHnDzfoq7C"">https://t.co/BHnDzfoq7C</a><a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/Covid19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid19</a> <a href=""https://twitter.com/hashtag/Wirvsvirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Wirvsvirus</a> <a href=""https://t.co/gbVQasdY1m"">pic.twitter.com/gbVQasdY1m</a></p>&mdash; tagesschau (@tagesschau) <a href=""https://twitter.com/tagesschau/status/1244496703312584704?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Krise: Wie viele Menschen in Altenheimen leben und welche Regionen besonders betroffen sind <a href=""https://t.co/9EkANIN7Ki"">https://t.co/9EkANIN7Ki</a> <a href=""https://t.co/AlQO3vN1Kk"">pic.twitter.com/AlQO3vN1Kk</a></p>&mdash; SPIEGEL Ticker (@SPIEGEL_alles) <a href=""https://twitter.com/SPIEGEL_alles/status/1245807864586760192?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Krise: Offener Brief an die Bundeskanzlerin von Prof. Sucharit Bh... <a href=""https://t.co/yUXCDDefzc"">https://t.co/yUXCDDefzc</a> via <a href=""https://twitter.com/YouTube?ref_src=twsrc%5Etfw"">@YouTube</a></p>&mdash; O.Brandenburg (@brandeolaf) <a href=""https://twitter.com/brandeolaf/status/1244540235465265152?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Klingt jetzt vermutlich &quot;egoistisch&quot;,  &quot;kalt&quot;, aber können wir bitte ab dem 19. April wieder zur Normalität zurück kehren. Die jetzige Situation mit <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> führt bei mir zu ganz starkem mentalem Stress, Pläne für Monate weg, auf der arbeit kaum Sozialkontakte, keine Routinen</p>&mdash; Auno@ConAir (@Auno94) <a href=""https://twitter.com/Auno94/status/1244375893243506700?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">The situation in Berlin this week was:<br>- The gov kept everything open, despite the covid-19 cases in the whole country;<br>- Our kindergarten (kita) said they weren&#39;t closing until the gov recommended it;<br>- On Thursday, we were asked at the kita if we could keep kids home because 👇</p>&mdash; Joaquim Rocha 🇪🇺 (@joaquimrocha) <a href=""https://twitter.com/joaquimrocha/status/1238725080374546432?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Karl Haeusgen <a href=""https://twitter.com/VDMAonline?ref_src=twsrc%5Etfw"">@VDMAonline</a> : Unser Betrieb in <a href=""https://twitter.com/hashtag/China?src=hash&amp;ref_src=twsrc%5Etfw"">#China</a> arbeitet nach einer Pause von vier Wochen wieder. <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://twitter.com/hashtag/Wirtschaft?src=hash&amp;ref_src=twsrc%5Etfw"">#Wirtschaft</a> <a href=""https://twitter.com/hashtag/Coronakrise?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronakrise</a> <a href=""https://twitter.com/hashtag/Exitstrategie?src=hash&amp;ref_src=twsrc%5Etfw"">#Exitstrategie</a> <a href=""https://twitter.com/hashtag/illner?src=hash&amp;ref_src=twsrc%5Etfw"">#illner</a></p>&mdash; maybrit illner (@maybritillner) <a href=""https://twitter.com/maybritillner/status/1244361017511088129?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Kleine <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Situation 2: Heute morgen bin ich mit Maske und Handschuhen zum Markt, kaufe Topf Petersilie. Markthändler so: nimmt Geld, leckt sich routiniert die Finger, um Plastiktüte besser aufzukriegen. <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a></p>&mdash; Stefanie Urbach (@AllerbesteWelt) <a href=""https://twitter.com/AllerbesteWelt/status/1242771014578208769?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Krise: Bayern verlängert Ausgangsbeschränkungen <a href=""https://t.co/S3PtjNxtkR"">https://t.co/S3PtjNxtkR</a></p>&mdash; MSN Deutschland (@msnde) <a href=""https://twitter.com/msnde/status/1244596690994098178?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">COVID-19: KBV stellt Übersicht der Sonderregeln für Praxen zusammen <a href=""https://t.co/Gz9fLQXxw9"">https://t.co/Gz9fLQXxw9</a> via <a href=""https://twitter.com/Dt_Aerzteblatt?ref_src=twsrc%5Etfw"">@dt_aerzteblatt</a></p>&mdash; Prokdus-Gesundheit (@prokdusgesund) <a href=""https://twitter.com/prokdusgesund/status/1245446686434091011?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wichtige Studie - Forscher beobachteten erste deutsche Corona-Patienten <a href=""https://t.co/kyAXK7xZs5"">https://t.co/kyAXK7xZs5</a></p>&mdash; FOCUS Finanzen (@focusfinanzen) <a href=""https://twitter.com/focusfinanzen/status/1245405598306521090?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Die Deutsche Flugsicherung präsentiert niederschmetternde Zahlen. Der <a href=""https://twitter.com/hashtag/Flugverkehr?src=hash&amp;ref_src=twsrc%5Etfw"">#Flugverkehr</a> ist in Deutschland deutlich zurückgegangen im Zuge der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Pandemie. Der Weg aus der Krise könnte Jahre dauern. <a href=""https://t.co/GKEjq1e9Yk"">https://t.co/GKEjq1e9Yk</a></p>&mdash; FAZ Finanzen (@FAZ_Finance) <a href=""https://twitter.com/FAZ_Finance/status/1245670237091102720?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Krise: Bundestag erweitert Infektionsschutzgesetz <a href=""https://t.co/YUZOIGDyyq"">https://t.co/YUZOIGDyyq</a></p>&mdash; Marc Sundermann (@marc_sundermann) <a href=""https://twitter.com/marc_sundermann/status/1242907143919067136?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">In der Hoffnung, dass es auch nach Corona noch richtige Fußballvereine in Leipzig gibt: <a href=""https://t.co/lRjXUdnLug"">https://t.co/lRjXUdnLug</a> <a href=""https://twitter.com/hashtag/fcunion?src=hash&amp;ref_src=twsrc%5Etfw"">#fcunion</a> <a href=""https://t.co/Ud1ZR0kuTT"">pic.twitter.com/Ud1ZR0kuTT</a></p>&mdash; wenti (@wentiiiiiii) <a href=""https://twitter.com/wentiiiiiii/status/1244648633296982016?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Nicht zutreffend,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona Chronicles Teil 5, 23. März – Reagieren auf die Krise: Das Team des Roomers in München arbeitet nun bei Rossmann <a href=""https://t.co/7Ez8wF9sre"">https://t.co/7Ez8wF9sre</a></p>&mdash; Jan von Lienen (@Jashopping_de) <a href=""https://twitter.com/Jashopping_de/status/1242150429083021312?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/A1Digital?src=hash&amp;ref_src=twsrc%5Etfw"">#A1Digital</a> und# Lenovo haben jetzt ein besonderes Angebot geschnürt, um in der Corona-Krise die Business-Kontinuität für Geschäftskunden sicherzustellen. So können IT-Partner bis 30. Juni für ihre Kunden kostenfreie Cloud-Kapazitäten über <a href=""https://twitter.com/hashtag/Exoscale?src=hash&amp;ref_src=twsrc%5Etfw"">#Exoscale</a> nutzen. <a href=""https://t.co/Tlcu2XISly"">https://t.co/Tlcu2XISly</a> <a href=""https://t.co/3ijQsONppG"">pic.twitter.com/3ijQsONppG</a></p>&mdash; Digital Business Mag (@dig_business) <a href=""https://twitter.com/dig_business/status/1245701849937739776?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">In den <a href=""https://twitter.com/hashtag/VW?src=hash&amp;ref_src=twsrc%5Etfw"">#VW</a> <a href=""https://twitter.com/hashtag/Volkswagen?src=hash&amp;ref_src=twsrc%5Etfw"">#Volkswagen</a>-Werken in Argentinien und Mexiko werden jedes Jahr Zehntausende Autos produziert. Doch nun ruhen die Arbeiten vorerst. Grund ist die weitere Ausbreitung des <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> -virus in Süd- und Mittelamerika.<a href=""https://t.co/0a4WNFHHzD"">https://t.co/0a4WNFHHzD</a></p>&mdash; michael müller (@mikel_red) <a href=""https://twitter.com/mikel_red/status/1241252218948521985?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">AUDIO: Allein zu Haus wegen Corona? - Nur nicht verrückt machen lassen! <a href=""https://t.co/a4OqpNuj4G"">https://t.co/a4OqpNuj4G</a></p>&mdash; Hörfunk-PR GETAUDIO (@GETAUDIO) <a href=""https://twitter.com/GETAUDIO/status/1244550693513392129?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wenn der Corona-Spaziergang kickt <a href=""https://t.co/PZRb1XWHqm"">pic.twitter.com/PZRb1XWHqm</a></p>&mdash; Nathanael Häfner (@n_haefner) <a href=""https://twitter.com/n_haefner/status/1242833898805121025?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Alle Unternehmen können vom <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Sonderprogramm der <a href=""https://twitter.com/KfW?ref_src=twsrc%5Etfw"">@KfW</a> profitieren, größeren Firmen hilft der 600 Milliarden schwere Wirtschaftsstabilisierungfonds. <a href=""https://twitter.com/hashtag/wirhandeln?src=hash&amp;ref_src=twsrc%5Etfw"">#wirhandeln</a> Mehr dazu: <a href=""https://t.co/g5DYCB1R3w"">https://t.co/g5DYCB1R3w</a> <a href=""https://t.co/R0YUmhDTfn"">pic.twitter.com/R0YUmhDTfn</a></p>&mdash; CDU/CSU (@cducsubt) <a href=""https://twitter.com/cducsubt/status/1245357613270937601?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">FAQs Corona &amp; Studium: <a href=""https://twitter.com/hashtag/baf%C3%B6g?src=hash&amp;ref_src=twsrc%5Etfw"">#bafög</a> <a href=""https://twitter.com/hashtag/studienfinanzierung?src=hash&amp;ref_src=twsrc%5Etfw"">#studienfinanzierung</a><br>Meine Eltern oder ein Elternteil sind akut von der Corona-Krise betroffen; sie haben kein oder nur ein stark vermindertes Einkommen. Bekomme ich jetzt mehr… <a href=""https://t.co/rVjc540Q5M"">https://t.co/rVjc540Q5M</a></p>&mdash; Studierendenwerk HD (@StwHD) <a href=""https://twitter.com/StwHD/status/1245299333215502336?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona und Klima: Mit zweierlei Maß: Warum bei Covid-19 der Ausnahmezustand herrscht und Staaten beherzt handeln – aber nicht bei der Klimakatastrophe. Das Virus macht vor den Schranken von Klasse und Nationalität nicht Halt. Auch Reiche sind gefährdet <a href=""https://t.co/vd26hsYLoz"">https://t.co/vd26hsYLoz</a></p>&mdash; Greenhouse Infopool (@greenhouse_info) <a href=""https://twitter.com/greenhouse_info/status/1244574623120982016?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Robotise GmbH: Münchener Service-Roboter kann bei COVID-19-Pandemie unterstützen <a href=""https://t.co/VL9VQ6rvFx"">https://t.co/VL9VQ6rvFx</a> <a href=""https://twitter.com/hashtag/M%C3%BCnchen?src=hash&amp;ref_src=twsrc%5Etfw"">#München</a> <a href=""https://t.co/9X8yX4ByXe"">pic.twitter.com/9X8yX4ByXe</a></p>&mdash; presseportal.de (@na_presseportal) <a href=""https://twitter.com/na_presseportal/status/1245258105153339394?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bundespräsident Steinmeier hat sich beeindruckt vom Einfallsreichtum und der Solidarität vieler Menschen in der Corona-Krise gezeigt.<a href=""https://t.co/qDoYlzdxDv"">https://t.co/qDoYlzdxDv</a></p>&mdash; Die Nachrichten (@DLFNachrichten) <a href=""https://twitter.com/DLFNachrichten/status/1245629343553843201?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wisst ihr eigentlich warum es in Deutschland keine Corona-Schutz-Masken gibt? →weil China alle Masken im Januar und Februar weg-gekauft hat…<br><br>→ einfacher Nationalismus hat auch Vorteile… oder eben NICHT… wenn mann ihn NICHT hat.<a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a></p>&mdash; DerDerDaIst…🕵️…hver er þarna (@aotto1968_2) <a href=""https://twitter.com/aotto1968_2/status/1242502494435106819?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
